 21 1810.697291 4.236E-30 1.439E-04.07050.093 3015.17670.72-.002089       3 1 1 03       1 2 2 01                    P 25f     3666632429 9 9 711    49.0   51.0
 21 1810.706507 3.986E-30 1.283E-04.07090.094 2995.60240.72-.002090       3 1 1 03       1 2 2 01                    P 24e     3666632429 9 9 711    47.0   49.0
 21 1810.763465 3.311E-29 5.423E-04.06990.091 2881.24380.73-.002088       3 1 1 04       1 2 2 02                    P 27f     3666632429 9 9 711    53.0   55.0
 21 1810.865366 6.298E-30 7.646E-03.06710.080 3854.32070.75-.002127       4 0 0 05       2 1 1 03                    P 41e     3665632429 9 9 711    81.0   83.0
 21 1810.876684 2.110E-27 7.841E-04.06610.075 2218.02950.74-.002162       2 1 1 03       0 2 2 01                    P 47f     3665632429 9 9 711    93.0   95.0
 21 1810.956342 7.293E-30 3.339E-03.06170.067 3749.40430.70-.002302       3 0 0 03       1 1 1 01                    P 65e     3655532029 9 9 711   129.0  131.0
 21 1811.113861 1.357E-29 2.145E-04.07250.097 2821.06490.71-.001459       2 3 3 03       0 4 4 01                    R 19f     3666632429 9 9 711    41.0   39.0
 21 1811.334435 1.448E-29 1.128E-02.05290.063 3928.33420.61-.002528       2 0 0 03       0 1 1 01                    P 91e     3644432438 9 9 711   181.0  183.0
 21 1811.440620 3.897E-29 1.427E-02.06110.067 3709.61180.70-.002319       3 0 0 04       1 1 1 02                    P 67e     3655532429 9 9 711   133.0  135.0
 21 1811.551000 6.260E-30 2.009E-04.07120.095 2994.75790.72-.001637       3 1 1 03       2 0 0 01                    R 22e     3666632429 9 9 711    47.0   45.0
 21 1811.667985 2.544E-27 8.655E-05.07120.095 1585.59040.72-.001637       2 1 1 03       1 0 0 01                    R 22e     3666632429 9 9 711    47.0   45.0
 21 1811.896290 1.423E-29 2.317E-04.07200.096 2836.78370.71-.001507       2 3 3 03       0 4 4 01                    R 20e     3666632429 9 9 711    43.0   41.0
 21 1811.988016 2.740E-29 3.765E-04.07090.094 2820.13770.72-.002090       3 1 1 04       1 2 2 02                    P 24e     3666632429 9 9 711    47.0   49.0
 21 1812.127927 1.313E-30 2.544E-03.06550.074 3991.49710.74-.002183       2 0 0 13       0 1 1 11                    P 50e     3655532429 9 9 711    99.0  101.0
 21 1812.216355 3.101E-29 4.497E-04.07050.093 2839.72070.72-.002089       3 1 1 04       1 2 2 02                    P 25f     3666632429 9 9 711    49.0   51.0
 21 1812.250045 7.228E-30 6.798E-03.06750.081 3791.06180.75-.002117       4 0 0 05       2 1 1 03                    P 39e     3666632429 9 9 711    77.0   79.0
 21 1812.282961 3.853E-30 1.185E-04.07120.095 2976.82010.72-.002092       3 1 1 03       1 2 2 01                    P 23f     3666632429 9 9 711    45.0   47.0
 21 1812.289370 3.092E-27 5.481E-04.06700.079 2042.03130.75-.002132       2 1 1 03       0 2 2 01                    P 42e     3665632429 9 9 711    83.0   85.0
 21 1812.340003 2.598E-27 7.095E-04.06650.077 2145.29050.74-.002150       2 1 1 03       0 2 2 01                    P 45f     3665632429 9 9 711    89.0   91.0
 21 1812.417957 3.554E-30 1.048E-04.07160.095 2958.81170.71-.002094       3 1 1 03       1 2 2 01                    P 22e     3666632429 9 9 711    43.0   45.0
 21 1812.678532 1.478E-29 2.494E-04.07160.095 2853.28780.71-.001553       2 3 3 03       0 4 4 01                    R 21f     3666632429 9 9 711    45.0   43.0
 21 1812.794601 1.081E-29 3.141E-03.06230.068 3648.94750.71-.002285       3 0 0 03       1 1 1 01                    P 63e     3655532029 9 9 711   125.0  127.0
 21 1812.842328 5.792E-29 1.324E-02.06170.067 3606.02370.70-.002302       3 0 0 04       1 1 1 02                    P 65e     3655532429 9 9 711   129.0  131.0
 21 1812.933028 2.653E-29 1.069E-02.05360.063 3787.72420.62-.002511       2 0 0 03       0 1 1 01                    P 89e     3655532438 9 9 711   177.0  179.0
 21 1813.038706 6.308E-30 2.234E-04.07050.093 3031.46470.72-.001724       3 1 1 03       2 0 0 01                    R 24e     3666632429 9 9 711    51.0   49.0
 21 1813.067830 1.144E-30 2.945E-02.05950.066 4599.10320.68-.002419       3 1 1 04       2 0 0 03                    P 72e     3655532429 9 9 711   143.0  145.0
 21 1813.271329 1.628E-30 1.700E-06.08220.112 2025.21870.68-.002151       2 2 2 03       0 3 3 01                    P  7e     3366632430 9 9 711    13.0   15.0
 21 1813.303184 2.553E-27 9.584E-05.07050.093 1622.25620.72-.001724       2 1 1 03       1 0 0 01                    R 24e     3666632429 9 9 711    51.0   49.0
 21 1813.460385 1.521E-29 2.675E-04.07120.095 2870.57740.72-.001598       2 3 3 03       0 4 4 01                    R 22e     3666632429 9 9 711    47.0   45.0
 21 1813.594205 1.676E-30 2.336E-03.06590.075 3914.88460.74-.002169       2 0 0 13       0 1 1 11                    P 48e     3665632429 9 9 711    95.0   97.0
 21 1813.609683 2.439E-29 3.068E-04.07160.095 2783.30970.71-.002094       3 1 1 04       1 2 2 02                    P 22e     3666632429 9 9 711    43.0   45.0
 21 1813.640402 8.110E-30 6.015E-03.06780.083 3730.91890.74-.002108       4 0 0 05       2 1 1 03                    P 37e     3666632429 9 9 711    73.0   75.0
 21 1813.677655 2.793E-29 3.665E-04.07120.095 2801.32830.72-.002092       3 1 1 04       1 2 2 02                    P 23f     3666632429 9 9 711    45.0   47.0
 21 1813.805852 3.131E-27 6.393E-04.06680.078 2075.67110.75-.002138       2 1 1 03       0 2 2 01                    P 43f     3665632429 9 9 711    85.0   87.0
 21 1813.866568 3.357E-30 9.563E-05.07200.096 2941.59250.71-.002097       3 1 1 03       1 2 2 01                    P 21f     3666632429 9 9 711    41.0   43.0
 21 1813.967990 3.633E-27 4.944E-04.06730.080 1977.09380.75-.002122       2 1 1 03       0 2 2 01                    P 40e     3666632429 9 9 711    79.0   81.0
 21 1814.056359 3.936E-30 4.733E-06.08340.114 2019.72560.68-.002147       2 2 2 03       0 3 3 01                    P  6f     3366632430 9 9 711    11.0   13.0
 21 1814.116464 3.025E-30 8.365E-05.07250.097 2925.14990.71-.002101       3 1 1 03       1 2 2 01                    P 20e     3666632429 9 9 711    39.0   41.0
 21 1814.242086 1.553E-29 2.863E-04.07090.094 2888.65220.72-.001641       2 3 3 03       0 4 4 01                    R 23f     3666632429 9 9 711    49.0   47.0
 21 1814.243269 8.457E-29 1.226E-02.06230.068 3505.53100.71-.002285       3 0 0 04       1 1 1 02                    P 63e     3655532429 9 9 711   125.0  127.0
 21 1814.518948 6.188E-30 2.470E-04.06990.091 3071.29360.73-.001807       3 1 1 03       2 0 0 01                    R 26e     3666632429 9 9 711    55.0   53.0
 21 1814.522622 4.782E-29 1.012E-02.05430.063 3650.18740.63-.002494       2 0 0 03       0 1 1 01                    P 87e     3655532438 9 9 711   173.0  175.0
 21 1814.535144 1.788E-30 2.761E-02.06020.066 4487.76470.69-.002401       3 1 1 04       2 0 0 03                    P 70e     3655532429 9 9 711   139.0  141.0
 21 1814.620194 1.573E-29 2.947E-03.06290.069 3551.58980.71-.002268       3 0 0 03       1 1 1 01                    P 61e     3655532029 9 9 711   121.0  123.0
 21 1814.841409 7.050E-30 1.014E-05.08470.116 2015.01710.69-.002137       2 2 2 03       0 3 3 01                    P  5e     3366632430 9 9 711     9.0   11.0
 21 1814.943253 2.496E-27 1.056E-04.06990.091 1662.04020.73-.001807       2 1 1 03       1 0 0 01                    R 26e     3666632429 9 9 711    55.0   53.0
 21 1815.023302 1.572E-29 3.054E-04.07050.093 2907.51230.72-.001684       2 3 3 03       0 4 4 01                    R 24e     3666632429 9 9 711    51.0   49.0
 21 1815.036931 8.888E-30 5.294E-03.06810.084 3673.89310.74-.002101       4 0 0 05       2 1 1 03                    P 35e     3666632429 9 9 711    69.0   71.0
 21 1815.061198 2.098E-30 2.139E-03.06630.076 3841.35750.74-.002156       2 0 0 13       0 1 1 11                    P 46e     3665632429 9 9 711    91.0   93.0
 21 1815.147526 2.407E-29 2.925E-04.07200.096 2766.06740.71-.002097       3 1 1 04       1 2 2 02                    P 21f     3666632429 9 9 711    41.0   43.0
 21 1815.226158 2.068E-29 2.439E-04.07250.097 2749.61380.71-.002101       3 1 1 04       1 2 2 02                    P 20e     3666632429 9 9 711    39.0   41.0
 21 1815.274511 3.694E-27 5.738E-04.06710.080 2009.17250.75-.002127       2 1 1 03       0 2 2 01                    P 41f     3665632429 9 9 711    81.0   83.0
 21 1815.448229 2.781E-30 7.523E-05.07300.098 2909.49450.70-.002104       3 1 1 03       1 2 2 01                    P 19f     3666632429 9 9 711    37.0   39.0
 21 1815.626380 1.442E-29 2.617E-05.08620.118 2011.09340.69-.002115       2 2 2 03       0 3 3 01                    P  4f     3666632429 9 9 711     7.0    9.0
 21 1815.640185 4.173E-27 4.437E-04.06760.082 1915.27870.75-.002113       2 1 1 03       0 2 2 01                    P 38e     3666632429 9 9 711    75.0   77.0
 21 1815.643878 1.213E-28 1.133E-02.06290.069 3408.13550.71-.002268       3 0 0 04       1 1 1 02                    P 61e     3655532429 9 9 711   121.0  123.0
 21 1815.802044 2.439E-30 6.491E-05.07350.099 2894.61760.70-.002109       3 1 1 03       1 2 2 01                    P 18e     3666632429 9 9 711    35.0   37.0
 21 1815.804429 1.580E-29 3.253E-04.07020.092 2927.15750.73-.001725       2 3 3 03       0 4 4 01                    R 25f     3666632429 9 9 711    53.0   51.0
 21 1815.991413 5.918E-30 2.718E-04.06940.089 3114.24410.73-.001885       3 1 1 03       2 0 0 01                    R 28e     3666632429 9 9 711    59.0   57.0
 21 1816.005916 2.747E-30 2.585E-02.06080.066 4379.51330.69-.002383       3 1 1 04       2 0 0 03                    P 68e     3655532429 9 9 711   135.0  137.0
 21 1816.080120 1.164E-30 2.733E-06.06420.070 2632.50220.73-.002332       1 3 3 02       1 0 0 01                    P 56e     3655532429 9 9 711   111.0  113.0
 21 1816.103698 8.476E-29 9.567E-03.05500.064 3515.72610.64-.002476       2 0 0 03       0 1 1 01                    P 85e     3655532438 9 9 711   169.0  171.0
 21 1816.411310 1.931E-29 4.837E-05.08800.120 2007.95440.70-.002060       2 2 2 03       0 3 3 01                    P  3e     3666632429 9 9 711     5.0    7.0
 21 1816.433444 2.249E-29 2.762E-03.06350.069 3457.33300.72-.002252       3 0 0 03       1 1 1 01                    P 59e     3655532029 9 9 711   117.0  119.0
 21 1816.440111 9.505E-30 4.632E-03.06850.086 3619.98560.74-.002095       4 0 0 05       2 1 1 03                    P 33e     3666632429 9 9 711    65.0   67.0
 21 1816.529247 2.576E-30 1.953E-03.06660.077 3770.91730.74-.002143       2 0 0 13       0 1 1 11                    P 44e     3665632429 9 9 711    87.0   89.0
 21 1816.584940 1.575E-29 3.454E-04.06990.091 2947.58780.73-.001765       2 3 3 03       0 4 4 01                    R 26e     3666632429 9 9 711    55.0   53.0
